event_id,aircraft_id,ntsb_make,ntsb_model,ntsb_number,year,date,city,state,country,total_fatalities,in_usa,pilot_total,latimes_make,latimes_model,count,latimes_make_and_model
20130805X31941,1,HUGHES,369D,CEN13LA461,2013,08/05/13 00:00:00,ACKERLY,TX,USA,2.0,True,1.0,HUGHES,369,36.0,HUGHES 369
20080925X01525,1,ROBINSON,R44 II,CHI08FA293,2008,09/21/08 00:00:00,KENOSHA,WI,USA,2.0,True,1.0,ROBINSON,R44,14.0,ROBINSON R44
20120612X20331,1,ROBINSON HELICOPTER COMPANY,R44 II,WPR12LA259,2012,06/12/12 00:00:00,EAST WENATCHEE,WA,USA,1.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20130612X12326,1,EUROCOPTER,AS350B2,CEN13FA344,2013,06/11/13 00:00:00,TALIHINA,OK,USA,1.0,True,1.0,AIRBUS,350,4.0,AIRBUS 350
20140908X10448,1,ROBINSON HELICOPTER COMPANY,R44 II,CEN14LA487,2014,09/06/14 00:00:00,MACEDONIA,IA,USA,1.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20100325X93604,1,EUROCOPTER,AS-350-B3,ERA10MA188,2010,03/25/10 00:00:00,BROWNSVILLE,TN,USA,3.0,True,1.0,AIRBUS,350,3.0,AIRBUS 350
20100602X01732,1,ROBINSON,R22 BETA,WPR10FA277,2010,06/02/10 00:00:00,SPOKANE,WA,USA,1.0,True,1.0,ROBINSON,R22,22.0,ROBINSON R22
20070920X01418,1,BELL,206B,MIA07FA147,2007,09/11/07 00:00:00,NOKOMIS,FL,USA,2.0,True,1.0,BELL,206,112.0,BELL 206
20061012X01505,1,ROBINSON,R44,SEA07FA006,2006,10/08/06 00:00:00,SUMNER,WA,USA,1.0,True,1.0,ROBINSON,R44,75.0,ROBINSON R44
20121126X75106,1,ROBINSON HELICOPTER COMPANY,R44 II,WPR13FA054,2012,11/25/12 00:00:00,CORONA,CA,USA,1.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20151118X05037,1,AIRBUS HELICOPTERS,AS350B3E,WPR16FA029,2015,11/18/15 00:00:00,CARLSBAD,CA,USA,2.0,True,1.0,AIRBUS,350,1.0,AIRBUS 350
20121005X04242,1,BELL,407,CEN13FA003,2012,10/05/12 00:00:00,INTRACOASTAL CITY,LA,USA,1.0,True,1.0,BELL,407,32.0,BELL 407
20070919X01416,1,HUGHES,369D,LAX07LA270,2007,09/08/07 00:00:00,ELLENSBURG,WA,USA,1.0,True,1.0,HUGHES,369,36.0,HUGHES 369
20100722X21328,1,EUROCOPTER,AS 350 B2,CEN10FA424,2010,07/22/10 00:00:00,KINGFISHER,OK,USA,2.0,True,1.0,AIRBUS,350,8.0,AIRBUS 350
20070808X01151,1,ROBINSON,R44 II,SEA07FA223,2007,08/02/07 00:00:00,EASTON,WA,USA,4.0,True,1.0,ROBINSON,R44,14.0,ROBINSON R44
20160507X31120,1,AIRBUS,AS350,ANC16FA023,2016,05/06/16 00:00:00,SKAGWAY,AK,USA,1.0,True,1.0,AIRBUS,350,1.0,AIRBUS 350
20071227X01994,1,BELL,407,NYC08LA028,2007,11/09/07 00:00:00,MORRISTOWN,TN,USA,1.0,True,1.0,BELL,407,32.0,BELL 407
20080201X00130,1,ROBINSON HELICOPTER,R22 BETA,LAX08FA052,2008,01/25/08 00:00:00,LOS ANGELES,CA,USA,1.0,True,1.0,ROBINSON,R22,13.0,ROBINSON R22
20070802X01089,1,EUROCOPTER,AS350-B2,LAX07MA231,2007,07/27/07 00:00:00,PHOENIX,AZ,USA,4.0,True,1.0,AIRBUS,350,3.0,AIRBUS 350
20070802X01089,2,EUROCOPTER,AS350-B2,LAX07MA231,2007,07/27/07 00:00:00,PHOENIX,AZ,USA,4.0,True,1.0,AIRBUS,350,3.0,AIRBUS 350
20060605X00682,1,BELL,206L-3,DFW06IA145,2006,05/30/06 00:00:00,GRAND ISLE 43AA,GM,USA,1.0,True,1.0,BELL,206,20.0,BELL 206
20140717X70001,1,AGUSTA SPA,A109E,CEN14FA369,2014,07/17/14 00:00:00,NEWKIRK,NM,USA,3.0,True,1.0,AGUSTA,109,2.0,AGUSTA 109
20160612X85856,1,ROBINSON HELICOPTER COMPANY,R44 II,CEN16FA215,2016,06/12/16 00:00:00,JONESBORO,AR,USA,1.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
